Name,Address,Detail URL,Phone,Website,Email
"Thinktank Workspace Inc.","68 Railside Rd suite F, North York, ON M3A 1A3","https://www.google.com/maps/place/Thinktank+Workspace+Inc./data=!4m7!3m6!1s0x89d4cd901dcc891b:0x846bf0dbef3d915c!8m2!3d43.7382878!4d-79.3230289!16s%2Fg%2F11c5_8d_kc!19sChIJG4nMHZDN1IkRXJE979vwa4Q?authuser=0&hl=en&rclk=1","(416) 441-9221","https://thinktankworkspace.ca","info@thinktankworkspace.ca"
"WeWork Office Space & Coworking","240 Richmond St W, Toronto, ON M5V 2C5","https://www.google.com/maps/place/WeWork+Office+Space+%26+Coworking/data=!4m7!3m6!1s0x882b34d02e58fa8d:0x6e4c8e764259923f!8m2!3d43.6497227!4d-79.3887516!16s%2Fg%2F11g7197slh!19sChIJjfpYLtA0K4gRP5JZQnaOTG4?authuser=0&hl=en&rclk=1","(416) 900-3280","https://wework.com",""
"The Office - West Toronto","347 Jane St, Toronto, ON M6S 3Z3","https://www.google.com/maps/place/The+Office+-+West+Toronto/data=!4m7!3m6!1s0x882b368dd9b3cef9:0x2deb838bb26379ec!8m2!3d43.6572991!4d-79.4875613!16s%2Fg%2F11ggzbnsy8!19sChIJ-c6z2Y02K4gR7HljsouD6y0?authuser=0&hl=en&rclk=1","(416) 604-8809","https://theofficetoronto.ca","info@theofficetoronto.ca"
"The Professional Centre","120 Adelaide St W #2500, Toronto, ON M5H 3V1","https://www.google.com/maps/place/The+Professional+Centre/data=!4m7!3m6!1s0x882b34d279e9cc7d:0xde8c2ef0efed03f6!8m2!3d43.6499721!4d-79.3832232!16s%2Fg%2F1tczq_53!19sChIJfczpedI0K4gR9gPt7_AujN4?authuser=0&hl=en&rclk=1","(416) 367-1055","https://theprofessionalcentre.com","info@profcentre.com"
"StartWell - Main Campus","786 King St W, Toronto, ON M5V 1N6","https://www.google.com/maps/place/StartWell+-+Main+Campus/data=!4m7!3m6!1s0x882b34e1b7674b69:0x986415440bb2da3b!8m2!3d43.6433557!4d-79.4063726!16s%2Fg%2F11fyljq6cg!19sChIJaUtnt-E0K4gRO9qyC0QVZJg?authuser=0&hl=en&rclk=1","(647) 799-5566","https://startwell.co","info@startwell.co"
"Miraki Life Workspace","35 Golden Ave Unit 114, Toronto, ON M6R 2J5","https://www.google.com/maps/place/Miraki+Life+Workspace/data=!4m7!3m6!1s0x882b3544db44f79b:0xa679b1d5641bad6c!8m2!3d43.65386!4d-79.4476928!16s%2Fg%2F11vzggb4ww!19sChIJm_dE20Q1K4gRbK0bZNWxeaY?authuser=0&hl=en&rclk=1","","https://mirakilifeworkspace.com","user@domain.com"
"Staples Studio","2149 Yonge St Unit 202, Toronto, ON M4S 0C5","https://www.google.com/maps/place/Staples+Studio/data=!4m7!3m6!1s0x882b337fca494f7d:0x736eafa9da635cff!8m2!3d43.7041294!4d-79.3975357!16s%2Fg%2F11kxjxh395!19sChIJfU9Jyn8zK4gR_1xj2qmvbnM?authuser=0&hl=en&rclk=1","(647) 362-0075","https://studio.staples.ca",""
"Merge Spaces - Coworking Space, Private Office Space, Meeting Rooms in Toronto","2229 Kingston Rd, Scarborough, ON M1N 1T8","https://www.google.com/maps/place/Merge+Spaces+-+Coworking+Space,+Private+Office+Space,+Meeting+Rooms+in+Toronto/data=!4m7!3m6!1s0x89d4cf1b63a5fe9f:0x21924b1387333aa3!8m2!3d43.7047073!4d-79.2519995!16s%2Fg%2F11qb02j36w!19sChIJn_6lYxvP1IkRozozhxNLkiE?authuser=0&hl=en&rclk=1","(647) 479-8576","https://mergespaces.com","info@mergespaces.ca"
"Eureka Hub","10 King St E Suite 200, Toronto, ON M5C 1C3","https://www.google.com/maps/place/Eureka+Hub/data=!4m7!3m6!1s0x89d4cbe3942ca719:0x841527d5578ebd31!8m2!3d43.6494939!4d-79.3774939!16s%2Fg%2F11wtklfjx4!19sChIJGacslOPL1IkRMb2OV9UnFYQ?authuser=0&hl=en&rclk=1","(416) 275-5134","https://eurekahub.com",""
"Office Hub","250 University Ave, Toronto, ON M5H 3E5","https://www.google.com/maps/place/Office+Hub/data=!4m7!3m6!1s0x882b35247535b733:0xe4eb3e1436b5d0aa!8m2!3d43.6502713!4d-79.3869314!16s%2Fg%2F11x1y6s6dn!19sChIJM7c1dSQ1K4gRqtC1NhQ-6-Q?authuser=0&hl=en&rclk=1","(778) 608-5615","https://office-hub.com","enquiries@office-hub.com"
"Venture X (Etobicoke)","5343 Dundas St W Partial 6th Floor, Suite 601, Etobicoke, ON M9B 6H8","https://www.google.com/maps/place/Venture+X+%28Etobicoke%29/data=!4m7!3m6!1s0x882b3721406eec6d:0x6ad4012fc67b17c5!8m2!3d43.6363889!4d-79.5390658!16s%2Fg%2F11w3zqylvy!19sChIJbexuQCE3K4gRxRd7xi8B1Go?authuser=0&hl=en&rclk=1","(647) 704-2434","https://venturexcanada.ca",""
"Gamma Space","32 Lisgar St, Toronto, ON M6J 0C9","https://www.google.com/maps/place/Gamma+Space/data=!4m7!3m6!1s0x882b34e2e43f9709:0x3b670a312092a47b!8m2!3d43.642013!4d-79.4233752!16s%2Fg%2F1hm1zln4z!19sChIJCZc_5OI0K4gRe6SSIDEKZzs?authuser=0&hl=en&rclk=1","","https://gammaspace.ca","info@gammaspace.ca"
"Huddle Sharespace","104 Crockford Blvd, Scarborough, ON M1R 3C3","https://www.google.com/maps/place/Huddle+Sharespace/data=!4m7!3m6!1s0x89d4cd545eb139ed:0xa946c31e01ecd74b!8m2!3d43.7438777!4d-79.2908425!16s%2Fg%2F11hz000kwn!19sChIJ7TmxXlTN1IkRS9fsAR7DRqk?authuser=0&hl=en&rclk=1","(416) 755-3353","https://huddlesharespace.com","info@huddlesharespace.com"
"Northspace Don Mills","15 Gervais Dr Suite 700, North York, ON M3C 1Y8","https://www.google.com/maps/place/Northspace+Don+Mills/data=!4m7!3m6!1s0x89d4cd74afa93757:0x9271673a660aeaa9!8m2!3d43.7221714!4d-79.3358665!16s%2Fg%2F11fmypxnlr!19sChIJVzepr3TN1IkRqeoKZjpncZI?authuser=0&hl=en&rclk=1","(416) 398-2112","",""
"Intelligent Office - Toronto Hudson's Bay Centre","2 Bloor St E Suite 3500, Toronto, ON M4W 1A8","https://www.google.com/maps/place/Intelligent+Office+-+Toronto+Hudson%27s+Bay+Centre/data=!4m7!3m6!1s0x882b35c59deadb29:0x95b17fccbc09d73d!8m2!3d43.6708824!4d-79.386271!16s%2Fg%2F11tnl62h0g!19sChIJKdvqncU1K4gRPdcJvMx_sZU?authuser=0&hl=en&rclk=1","(647) 931-1442","https://intelligentoffice.com",""
"Flexbox: Office, Storefront, and Studio Space Rental in Toronto","222 Finch Ave W Suite 105, North York, ON M2R 1M6","https://www.google.com/maps/place/Flexbox:+Office,+Storefront,+and+Studio+Space+Rental+in+Toronto/data=!4m7!3m6!1s0x882b2d8621585cf3:0x1564fc9f301a72d4!8m2!3d43.7758301!4d-79.4345605!16s%2Fg%2F11t5rbp7nc!19sChIJ81xYIYYtK4gR1HIaMJ_8ZBU?authuser=0&hl=en&rclk=1","","https://flexboxtoronto.com","hello@flexboxtoronto.com"
"Lab T.O.","300 Campbell Ave Unit 307, Toronto, ON M6P 3V6","https://www.google.com/maps/place/Lab+T.O./data=!4m7!3m6!1s0x882b3440f2270695:0xac683293588c6348!8m2!3d43.6656971!4d-79.4500753!16s%2Fg%2F11cjg2klqv!19sChIJlQYn8kA0K4gRSGOMWJMyaKw?authuser=0&hl=en&rclk=1","(416) 458-0543","https://labto.com",""
"Spaces Queen West","180 John St, Toronto, ON M5T 1X5","https://www.google.com/maps/place/Spaces+Queen+West/data=!4m7!3m6!1s0x882b34c55819e6a9:0x4b51f2dfb4f97bc6!8m2!3d43.6507263!4d-79.3916822!16s%2Fg%2F11f_mhg8lr!19sChIJqeYZWMU0K4gRxnv5tN_yUUs?authuser=0&hl=en&rclk=1","(647) 475-5500","https://spacesworks.com","info@spacesworks.com"
"Cinderblock Studio","1431 R Dufferin Street Rear Building, Toronto, ON M6H 4C7","https://www.google.com/maps/place/Cinderblock+Studio/data=!4m7!3m6!1s0x882b35758d00e2e3:0xb02d654ce873f50b!8m2!3d43.6714553!4d-79.4400274!16s%2Fg%2F11swkgcc8p!19sChIJ4-IAjXU1K4gRC_Vz6ExlLbA?authuser=0&hl=en&rclk=1","","https://studiocinderblock.com","cinderblockstudio@gmail.com"
"Spaces Bay Street","200 Bay St. Suite 1200, Toronto, ON M5J 2J2","https://www.google.com/maps/place/Spaces+Bay+Street/data=!4m7!3m6!1s0x89d4cb90cd509239:0x3e0cb26d160653a1!8m2!3d43.6463463!4d-79.3796993!16s%2Fg%2F11fss16g05!19sChIJOZJQzZDL1IkRoVMGFm2yDD4?authuser=0&hl=en&rclk=1","(647) 375-2800","https://spacesworks.com","info@spacesworks.com"
"Workplace K","5700 Yonge St #200, North York, ON M2M 4K2","https://www.google.com/maps/place/Workplace+K/data=!4m7!3m6!1s0x882b2d11ca622cd5:0x61891a26d773e825!8m2!3d43.7810705!4d-79.4167143!16s%2Fg%2F11lm_t8nwj!19sChIJ1SxiyhEtK4gRJehz1yYaiWE?authuser=0&hl=en&rclk=1","(416) 949-6666","https://workplacek.com",""
"Spaces Liberty Village","80 Atlantic Ave 4th Floor, Toronto, ON M6K 1X9","https://www.google.com/maps/place/Spaces+Liberty+Village/data=!4m7!3m6!1s0x882b3535cd92af67:0x5624826811e42643!8m2!3d43.6386807!4d-79.4210314!16s%2Fg%2F11hzwfzhvw!19sChIJZ6-SzTU1K4gRQybkEWiCJFY?authuser=0&hl=en&rclk=1","(437) 703-7805","https://spacesworks.com","info@spacesworks.com"
"Tejon Digital","720 Bathurst St, Toronto, ON M5S 2R4","https://www.google.com/maps/place/Tejon+Digital/data=!4m7!3m6!1s0x882b349305896fa3:0x8d0ddeb36e6d5be1!8m2!3d43.6632014!4d-79.4106078!16s%2Fg%2F1hc1f2pmx!19sChIJo2-JBZM0K4gR4VttbrPeDY0?authuser=0&hl=en&rclk=1","(647) 551-7141","https://tejondigital.com","howdy@tejondigital.com"
"Telsec Office Space, Meeting Rooms, & Coworking","18 King St E Suite #1400, Toronto, ON M5C 1C4","https://www.google.com/maps/place/Telsec+Office+Space,+Meeting+Rooms,+%26+Coworking/data=!4m7!3m6!1s0x89d4cb2962a4c1af:0x56fa2b97354a4814!8m2!3d43.6494753!4d-79.3770153!16s%2Fg%2F1tl_04_8!19sChIJr8GkYinL1IkRFEhKNZcr-lY?authuser=0&hl=en&rclk=1","(416) 574-1112","https://telsec.net","Jennifer.smith@omnihotels.com"
"Spaces The Junction","1655 Dupont St Suite #101, Toronto, ON M6P 3T1","https://www.google.com/maps/place/Spaces+The+Junction/data=!4m7!3m6!1s0x882b35b7527ec387:0x277c02ea873a1e32!8m2!3d43.6642183!4d-79.4561492!16s%2Fg%2F11h5h34td3!19sChIJh8N-Urc1K4gRMh46h-oCfCc?authuser=0&hl=en&rclk=1","(437) 703-8900","https://spacesworks.com","info@spacesworks.com"
"Intelligent Office - Toronto Yonge Eglinton Centre","2300 Yonge St #1600, Toronto, ON M4P 1E4","https://www.google.com/maps/place/Intelligent+Office+-+Toronto+Yonge+Eglinton+Centre/data=!4m7!3m6!1s0x882b33ce6620cb9f:0x2d8643b660220f61!8m2!3d43.7072693!4d-79.3996009!16s%2Fg%2F11tn9qfs6n!19sChIJn8sgZs4zK4gRYQ8iYLZDhi0?authuser=0&hl=en&rclk=1","(647) 932-9294","https://intelligentoffice.com",""
"TheHubTO","208 Gerrard St E, Toronto, ON M5A 2E6","https://www.google.com/maps/place/TheHubTO/data=!4m7!3m6!1s0x882b333d711bb37f:0x5ba274ab590da28!8m2!3d43.6615337!4d-79.3712491!16s%2Fg%2F11gdxp2554!19sChIJf7MbcT0zK4gRKNqQtUonugU?authuser=0&hl=en&rclk=1","","https://thehubto.com","info@thehubto.com"
"Spaces Yorkville","99 Yorkville Ave Unit 200, Toronto, ON M5R 3K5","https://www.google.com/maps/place/Spaces+Yorkville/data=!4m7!3m6!1s0x882b35d0d67c4f57:0xc1aa66532cafd487!8m2!3d43.6707!4d-79.3918!16s%2Fg%2F11gk8s0hhk!19sChIJV0981tA1K4gRh9SvLFNmqsE?authuser=0&hl=en&rclk=1","(647) 362-7601","https://spacesworks.com","info@spacesworks.com"
"Workcpace","4789 Yonge St Suite 616, North York, ON M2N 2X9","https://www.google.com/maps/place/Workcpace/data=!4m7!3m6!1s0x882b2d64743a9ed9:0xdd7509f28910a769!8m2!3d43.7611977!4d-79.4102736!16s%2Fg%2F11f3m75ktv!19sChIJ2Z46dGQtK4gRaacQifIJdd0?authuser=0&hl=en&rclk=1","(647) 479-2838","",""
"WorkCo","39 Advance Rd, Etobicoke, ON M8Z 2S6","https://www.google.com/maps/place/WorkCo/data=!4m7!3m6!1s0x882b37eece426a61:0xc51c26a4867aa6e1!8m2!3d43.633785!4d-79.5272494!16s%2Fg%2F11hdxzss_c!19sChIJYWpCzu43K4gR4aZ6hqQmHMU?authuser=0&hl=en&rclk=1","(905) 891-0691","https://workco.ca",""
"Women on the Move","2111 Dundas St W, Toronto, ON M6R 1X1","https://www.google.com/maps/place/Women+on+the+Move/data=!4m7!3m6!1s0x882b3436376364fb:0xe4413a346cf4c406!8m2!3d43.6524506!4d-79.4490692!16s%2Fg%2F11c57rxdh3!19sChIJ-2RjNzY0K4gRBsT0bDQ6QeQ?authuser=0&hl=en&rclk=1","(647) 347-4433","https://womenonthemove.club","ksnow@wordpress-490567-1821948.cloudwaysapps.com"
"Spaces Front Street West","325 Front St W 2nd Floor, Toronto, ON M5V 2Y1","https://www.google.com/maps/place/Spaces+Front+Street+West/data=!4m7!3m6!1s0x882b354bad361c4d:0x103818c0afcb1ed2!8m2!3d43.6433039!4d-79.3900716!16s%2Fg%2F11t0vz908d!19sChIJTRw2rUs1K4gR0h7Lr8AYOBA?authuser=0&hl=en&rclk=1","(647) 932-3700","https://spacesworks.com","info@spacesworks.com"
"Inner Arts Collective","257 Danforth Ave, Toronto, ON M4K 1N2","https://www.google.com/maps/place/Inner+Arts+Collective/data=!4m7!3m6!1s0x882b34b45680f507:0xc4cf093533ce989f!8m2!3d43.6768135!4d-79.3549141!16s%2Fg%2F11b76c4xj8!19sChIJB_WAVrQ0K4gRn5jOMzUJz8Q?authuser=0&hl=en&rclk=1","(416) 569-7241","https://innerartscollective.com","melanie@innerartscollective.com"
"The Rostie Group","20 Bay St. 11th floor, Toronto, ON M5J 2N8","https://www.google.com/maps/place/The+Rostie+Group/data=!4m7!3m6!1s0x882b34a9d40a1d75:0xdf4e0dedfccb4d49!8m2!3d43.6416848!4d-79.3778228!16s%2Fg%2F1tdzmjwl!19sChIJdR0K1Kk0K4gRSU3L_O0NTt8?authuser=0&hl=en&rclk=1","(416) 214-1840","https://rostiegroup.com","sanderson@rostiegroup.com"
"Spaces The Wrigley Building","235 Carlaw Ave 5th Floor, Toronto, ON M4M 2S1","https://www.google.com/maps/place/Spaces+The+Wrigley+Building/data=!4m7!3m6!1s0x89d4cbe00ac3993b:0x98b69e76ea716405!8m2!3d43.6633962!4d-79.3403069!16s%2Fg%2F11l24fyk24!19sChIJO5nDCuDL1IkRBWRx6naetpg?authuser=0&hl=en&rclk=1","(647) 254-5050","https://spacesworks.com","info@spacesworks.com"
"Industrious","33 Bloor St E 5th Floor, Toronto, ON M4W 3H1","https://www.google.com/maps/place/Industrious/data=!4m7!3m6!1s0x882b35fcf2b6de19:0x6ada5a4ac21a188d!8m2!3d43.6699276!4d-79.3859544!16s%2Fg%2F11t86p9zqw!19sChIJGd628vw1K4gRjRgawkpa2mo?authuser=0&hl=en&rclk=1","(289) 329-2002","https://industriousoffice.com","email@email.com"
"Impact Hub Ottawa","123 Slater St. 6th floor, Ottawa, ON K1P 5H2","https://www.google.com/maps/place/Impact+Hub+Ottawa/data=!4m7!3m6!1s0x4cce0455b3ea5a91:0x5365b9eceb24f2dc!8m2!3d45.4208946!4d-75.6967865!16s%2Fg%2F1q5bt2xj1!19sChIJkVrqs1UEzkwR3PIk6-y5ZVM?authuser=0&hl=en&rclk=1","(613) 680-3506","https://ottawa.impacthub.net",""
"Head Office Ottawa","430 Hazeldean Rd Unit 6, Kanata, ON K2L 1T9","https://www.google.com/maps/place/Head+Office+Ottawa/data=!4m7!3m6!1s0x4ccdff38e7396b93:0x1c1244535451ab33!8m2!3d45.3009275!4d-75.8822862!16s%2Fg%2F11h2pty8sk!19sChIJk2s55zj_zUwRM6tRVFNEEhw?authuser=0&hl=en&rclk=1","(613) 963-1428","https://headofficeottawa.com",""
"Coworkly","261 Montréal Rd #310, Vanier, ON K1L 8C7","https://www.google.com/maps/place/Coworkly/data=!4m7!3m6!1s0x4cce056a9b500001:0x8010e9fca63c4e30!8m2!3d45.4367239!4d-75.6607856!16s%2Fg%2F11f57tg49t!19sChIJAQBQm2oFzkwRME48pvzpEIA?authuser=0&hl=en&rclk=1","(613) 319-3141","https://coworkly.ca","admin@coworkly.ca"
"Collab Space","70 Bongard Ave, Nepean, ON K2E 7Z9","https://www.google.com/maps/place/Collab+Space/data=!4m7!3m6!1s0x4cce07c0f3fec481:0x35e0dd39e1e9a59!8m2!3d45.3314448!4d-75.714328!16s%2Fg%2F11bw5m896t!19sChIJgcT-88AHzkwRWZoentMNXgM?authuser=0&hl=en&rclk=1","(613) 319-2025","https://collabspace.ca","info@collabspace.ca"
"COLLABÜRO","499 Preston St, Ottawa, ON K1S 4N7","https://www.google.com/maps/place/COLLAB%C3%9CRO/data=!4m7!3m6!1s0x4cce05070b536c51:0x4278532535a64489!8m2!3d45.3981606!4d-75.7078449!16s%2Fg%2F11h4y03bx5!19sChIJUWxTCwcFzkwRiUSmNSVTeEI?authuser=0&hl=en&rclk=1","(343) 542-7777","https://collaburo.com","asaunders@vandenbussche.com"
"WorkAway Offices","1505 Laperriere Ave, Ottawa, ON K1Z 7T1","https://www.google.com/maps/place/WorkAway+Offices/data=!4m7!3m6!1s0x4cce0697c82425d3:0x694a751215d9e2c9!8m2!3d45.3778732!4d-75.7426928!16s%2Fg%2F11c2jlnxm0!19sChIJ0yUkyJcGzkwRyeLZFRJ1Smk?authuser=0&hl=en&rclk=1","(613) 319-3575","https://workawayoffices.com","Info@workawayoffices.com"
"MBO Coworking","78 George St #204, Ottawa, ON K1N 5W1","https://www.google.com/maps/place/MBO+Coworking/data=!4m7!3m6!1s0x4cce05023cf1e8d1:0x8fecd81db64e2715!8m2!3d45.4271488!4d-75.6913114!16s%2Fg%2F11b6zq40qy!19sChIJ0ejxPAIFzkwRFSdOth3Y7I8?authuser=0&hl=en&rclk=1","(613) 680-6805","https://mbocoworking.com",""
"Staples Studio Ottawa Coworking Space","403 Bank St, Ottawa, ON K2P 1Y6","https://www.google.com/maps/place/Staples+Studio+Ottawa+Coworking+Space/data=!4m7!3m6!1s0x4cce05d152471e11:0xb14cfeef259d821e!8m2!3d45.4131143!4d-75.6937765!16s%2Fg%2F11fr6233zv!19sChIJER5HUtEFzkwRHoKdJe_-TLE?authuser=0&hl=en&rclk=1","(613) 701-0523","https://studio.staples.ca",""
